Player,2021/2022
,Player,"
							2021/22						","
							2022/23						","
							2023/24						","
							2024/25						","
							2025/26						","
							2026/27						"
"
						383.
					","

								KZ Okpala							
","
							$1,782,621						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						383.
					","

								Luguentz Dort							
","
							$1,782,621						","
							$1,930,681						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						383.
					","

								Miye Oni							
","
							$1,782,621						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						383.
					","

								Eric Paschall							
","
							$1,782,621						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						400.
					","

								Drew Eubanks							
","
							$1,762,796						","
							$1,910,860						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						400.
					","

								Chimezie Metu							
","
							$1,762,796						","
							$1,910,860						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						400.
					","

								Yuta Watanabe							
","
							$1,762,796						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						403.
					","

								Alize Johnson							
","
							$1,729,217						","
							$1,878,720						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						403.
					","

								Thanasis Antetokounmpo							
","
							$1,729,217						","
							$1,878,720						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						403.
					","

								Keita Bates-Diop							
","
							$1,729,217						","
							$1,878,720						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						403.
					","

								Sviatoslav Mykhailiuk							
","
							$1,729,217						","
							$1,878,720						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						403.
					","

								Brad Wanamaker							
","
							$1,729,217						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						403.
					","

								Isaiah Hartenstein							
","
							$1,729,217						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						403.
					","

								Moritz Wagner							
","
							$1,729,217						","
							$1,878,720						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						403.
					","

								Isaac Bonga							
","
							$1,729,217						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						411.
					","

								Moses Brown							
","
							$1,701,593						","
							$1,846,738						","
							$1,997,718						","
							$0						","
							$0						","
							$0						"
"
						411.
					","

								Juan Toscano-Anderson							
","
							$1,701,593						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						411.
					","

								Oshae Brissett							
","
							$1,701,593						","
							$1,846,738						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						411.
					","

								Kelan Martin							
","
							$1,701,593						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						415.
					","

								Herb Jones							
","
							$1,700,000						","
							$1,785,000						","
							$1,836,096						","
							$0						","
							$0						","
							$0						"
"
						416.
					","

								Javonte Green							
","
							$1,669,178						","
							$1,815,677						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						416.
					","

								Max Strus							
","
							$1,669,178						","
							$1,815,677						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						416.
					","

								Gabe Vincent							
","
							$1,669,178						","
							$1,815,677						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						416.
					","

								Kevin Pangos							
","
							$1,669,178						","
							$1,752,637						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						416.
					","

								DeAndre Bembry							
","
							$1,669,178						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						416.
					","

								Matt Thomas							
","
							$1,669,178						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						416.
					","

								Gary Payton II							
","
							$1,669,178						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						416.
					","

								Wayne Selden							
","
							$1,669,178						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Vernon Carey							
","
							$1,517,981						","
							$1,782,621						","
							$1,930,681						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Nick Richards							
","
							$1,517,981						","
							$1,782,621						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Lamar Stevens							
","
							$1,517,981						","
							$1,782,621						","
							$1,930,681						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Tyrell Terry							
","
							$1,517,981						","
							$1,782,621						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								KJ Martin							
","
							$1,517,981						","
							$1,782,621						","
							$1,930,681						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Xavier Tillman							
","
							$1,517,981						","
							$1,782,621						","
							$1,930,681						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Naji Marshall							
","
							$1,517,981						","
							$1,782,621						","
							$1,930,681						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Isaiah Joe							
","
							$1,517,981						","
							$1,782,621						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Paul Reed							
","
							$1,517,981						","
							$1,782,621						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Robert Woodard							
","
							$1,517,981						","
							$1,782,621						","
							$1,930,681						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Tre Jones							
","
							$1,517,981						","
							$1,782,621						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Deividas Sirvydis							
","
							$1,517,981						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Jae'Sean Tate							
","
							$1,517,981						","
							$1,782,621						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Sam Merrill							
","
							$1,517,981						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Daniel Oturu							
","
							$1,517,981						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Jordan Nwora							
","
							$1,517,981						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								CJ Elleby							
","
							$1,517,981						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Jahmi'us Ramsey							
","
							$1,517,981						","
							$1,782,621						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Elijah Hughes							
","
							$1,517,981						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						424.
					","

								Anthony Gill							
","
							$1,517,981						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						444.
					","

								Isaiah Todd							
","
							$1,500,000						","
							$1,563,518						","
							$1,836,096						","
							$1,988,598						","
							$0						","
							$0						"
"
						445.
					","

								Saben Lee							
","
							$1,489,065						","
							$1,752,638						","
							$1,902,137						","
							$0						","
							$0						","
							$0						"
"
						445.
					","

								Armoni Brooks							
","
							$1,489,065						","
							$1,752,638						","
							$1,902,137						","
							$2,057,646						","
							$0						","
							$0						"
"
						445.
					","

								Omer Yurtseven							
","
							$1,489,065						","
							$1,752,638						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						448.
					","

								JR Smith							
","
							$1,456,667						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						449.
					","

								JT Thor							
","
							$1,250,000						","
							$1,563,518						","
							$1,836,096						","
							$1,988,598						","
							$0						","
							$0						"
"
						450.
					","

								DeMarre Carroll							
","
							$1,242,340						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						451.
					","

								Zhaire Smith							
","
							$1,068,200						","
							$1,068,200						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						452.
					","

								Jason Preston							
","
							$1,062,303						","
							$1,563,518						","
							$1,836,096						","
							$2,295,120						","
							$0						","
							$0						"
"
						453.
					","

								Isaiah Livers							
","
							$1,057,260						","
							$1,563,518						","
							$1,836,096						","
							$0						","
							$0						","
							$0						"
"
						454.
					","

								Guerschon Yabusele							
","
							$1,039,080						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						455.
					","

								Kyle Singler							
","
							$999,200						","
							$999,200						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						456.
					","

								BJ Boston							
","
							$925,258						","
							$1,563,518						","
							$1,836,096						","
							$2,295,120						","
							$0						","
							$0						"
"
						456.
					","

								Austin Reaves							
","
							$925,258						","
							$1,563,518						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						456.
					","

								Georgios Kalaitzakis							
","
							$925,258						","
							$1,563,518						","
							$1,836,096						","
							$0						","
							$0						","
							$0						"
"
						456.
					","

								Miles McBride							
","
							$925,258						","
							$1,563,518						","
							$1,836,096						","
							$0						","
							$0						","
							$0						"
"
						456.
					","

								Vit Krejci							
","
							$925,258						","
							$1,563,518						","
							$1,836,096						","
							$1,988,598						","
							$0						","
							$0						"
"
						456.
					","

								Charles Bassey							
","
							$925,258						","
							$1,563,518						","
							$1,836,096						","
							$0						","
							$0						","
							$0						"
"
						456.
					","

								Greg Brown							
","
							$925,258						","
							$1,563,518						","
							$1,836,096						","
							$0						","
							$0						","
							$0						"
"
						456.
					","

								Jock Landale							
","
							$925,258						","
							$1,563,518						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						456.
					","

								Jared Butler							
","
							$925,258						","
							$1,563,518						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						456.
					","

								Ayo Dosunmu							
","
							$925,258						","
							$1,563,518						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						456.
					","

								Marko Simonovic							
","
							$925,258						","
							$1,563,518						","
							$1,836,096						","
							$0						","
							$0						","
							$0						"
"
						456.
					","

								Luka Garza							
","
							$925,258						","
							$1,563,518						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						456.
					","

								Dalano Banton							
","
							$925,258						","
							$1,563,518						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						469.
					","

								Patrick Patterson							
","
							$737,067						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						470.
					","

								Ishmail Wainright							
","
							$709,913						","
							$1,701,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						471.
					","

								Shaun Livingston							
","
							$666,666						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Sharife Cooper							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Skylar Mays							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Sam Hauser							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Brodric Thomas							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								David Duke							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Kessler Edwards							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Arnoldas Kulboka							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Scottie Lewis							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Tyler Cook							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Devon Dotson							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Tacko Fall							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								RJ Nembhard							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								JaQuori McLaughlin							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Eugene Omoruyi							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Petr Cornelie							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Markus Howard							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Jamorko Pickett							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Sean Chris Smith							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Chris Chiozza							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Jeff Dowtin							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Garrison Mathews							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Daishen Nix							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								DeJon Jarreau							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Duane Washington Jr							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Amir Coffey							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Jay Scrubb							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Jay Huff							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Yves Pons							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Killian Tillie							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Marcus Garrett							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Caleb Martin							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Sandro Mamukelashvili							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Justin Robinson							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Nathan Knight							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								McKinley Wright							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Jose Alvarado							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Daulton Hommes							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Jericho Sims							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Paul Watson							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Aaron Wiggins							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Ignas Brazdeikis							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Aaron Henry							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Grant Riller							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Keljin Blevins							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Trendon Watford							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Louis King							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Neemias Queta							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Joe Wieskamp							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Justin Champagnie							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								David Johnson							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Malik Fitts							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Trent Forrest							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Joel Ayayi							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						472.
					","

								Cassius Winston							
","
							$462,629						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						526.
					","

								Mychal Mulder							
","
							$449,155						","
							$1,576,305						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						527.
					","

								Sam Dekker							
","
							$350,000						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						528.
					","

								Jontay Porter							
","
							$300,000						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						528.
					","

								Admiral Schofield							
","
							$300,000						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						530.
					","

								Troy Williams							
","
							$122,741						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						531.
					","

								Jabari Parker							
","
							$100,000						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						531.
					","

								Mamadi Diakite							
","
							$100,000						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
"
						533.
					","

								Demetrius Jackson							
","
							$92,857						","
							$92,857						","
							$92,857						","
							$0						","
							$0						","
							$0						"
"
						534.
					","

								Freddie Gillespie							
","
							$50,000						","
							$0						","
							$0						","
							$0						","
							$0						","
							$0						"
